Date,dY_prod,dY_inc,dY,dhours,dLP,dk,dLQ_BLS_interpolated,dLQ_Aaronson_Sullivan,dLQ,alpha,dtfp,dutil,dtfp_util,relativePrice,invShare,dtfp_I,dtfp_C,du_invest,du_consumption,dtfp_I_util,dtfp_C_util
2013-09-01,4.49,0.48,2.48,2.54,-0.06,2.55,0.20,-0.77,-0.77,0.39,0.41,-0.73,1.14,4.02,0.23,3.51,-0.51,0.31,-1.04,3.20,0.53
2013-12-01,4.75,3.20,3.97,1.20,2.78,2.86,0.06,0.46,0.46,0.39,1.85,-0.60,2.45,3.36,0.23,4.44,1.08,0.71,-0.99,3.73,2.06
2014-03-01,-2.01,3.31,0.65,1.74,-1.08,3.13,-0.08,2.59,2.59,0.39,-3.20,-0.69,-2.52,3.49,0.23,-0.52,-4.01,-3.20,0.07,2.68,-4.08
2014-06-01,6.77,7.24,7.01,3.57,3.44,2.91,0.11,-2.42,-2.42,0.40,5.16,2.15,3.01,4.70,0.23,8.77,4.07,6.88,0.72,1.89,3.35
2014-09-01,6.44,6.09,6.27,3.61,2.65,3.03,0.30,1.38,1.38,0.40,2.05,0.11,1.94,2.82,0.23,4.21,1.39,0.24,0.07,3.97,1.32
2014-12-01,2.64,4.49,3.57,4.79,-1.23,3.08,0.49,-0.50,-0.50,0.40,-0.24,1.76,-2.01,0.90,0.23,0.44,-0.45,2.44,1.56,-1.99,-2.01
2015-03-01,4.54,3.34,3.94,1.42,2.52,2.88,0.68,-0.10,-0.10,0.39,2.01,-1.16,3.17,-0.58,0.23,1.56,2.15,-4.99,0.00,6.55,2.14
2015-06-01,3.05,1.62,2.33,1.33,1.00,2.98,0.59,-0.01,-0.01,0.39,0.36,-1.82,2.18,3.03,0.23,2.69,-0.34,-1.83,-1.81,4.53,1.47
2015-09-01,1.70,0.49,1.10,0.26,0.83,2.90,0.50,1.54,1.54,0.39,-1.13,0.57,-1.70,3.08,0.23,1.23,-1.85,-1.65,1.24,2.88,-3.10
2015-12-01,0.59,0.67,0.63,2.78,-2.15,2.87,0.41,0.84,0.84,0.39,-2.70,0.05,-2.75,2.04,0.23,-1.14,-3.18,-0.30,0.15,-0.83,-3.33
2016-03-01,2.68,2.79,2.73,1.65,1.08,2.78,0.32,-2.18,-2.18,0.39,1.98,-0.47,2.45,1.79,0.23,3.35,1.56,2.63,-1.42,0.72,2.98
2016-06-01,1.39,-2.79,-0.70,1.64,-2.34,2.76,0.26,2.12,2.12,0.39,-4.07,-0.35,-3.72,4.55,0.23,-0.58,-5.13,1.43,-0.89,-2.01,-4.24
2016-09-01,3.39,3.12,3.26,1.12,2.13,2.70,0.21,-1.08,-1.08,0.38,2.20,-0.02,2.22,4.03,0.23,5.29,1.26,3.10,-0.96,2.19,2.22
2016-12-01,2.80,2.47,2.64,-0.51,3.14,2.72,0.16,0.22,0.22,0.38,1.77,0.56,1.22,3.82,0.23,4.71,0.89,-1.03,1.03,5.74,-0.15
2017-03-01,2.14,3.86,3.00,2.07,0.93,2.84,0.11,0.74,0.74,0.38,0.18,-1.40,1.58,2.66,0.23,2.22,-0.43,-2.31,-1.12,4.54,0.69
2017-06-01,2.61,2.90,2.75,3.05,-0.30,2.77,0.34,-0.28,-0.28,0.38,-0.02,2.07,-2.09,1.86,0.23,1.41,-0.45,3.61,1.61,-2.20,-2.06
2017-09-01,3.94,2.39,3.16,-0.10,3.26,2.83,0.56,0.54,0.54,0.38,1.82,-0.97,2.78,4.58,0.23,5.33,0.75,-2.38,-0.54,7.71,1.28
2017-12-01,5.39,5.07,5.23,3.44,1.80,2.90,0.79,-0.29,-0.29,0.38,2.19,1.28,0.91,3.31,0.24,4.71,1.41,1.66,1.16,3.05,0.25
2018-03-01,3.72,3.27,3.49,1.77,1.73,2.99,1.01,1.33,1.33,0.38,0.44,0.91,-0.47,2.80,0.24,2.58,-0.23,4.57,-0.22,-2.00,-0.01
2018-06-01,2.18,2.55,2.37,1.14,1.23,3.11,0.54,-0.60,-0.60,0.38,0.84,1.43,-0.59,4.01,0.24,3.91,-0.10,1.49,1.41,2.42,-1.51
2018-09-01,2.82,4.69,3.75,2.33,1.42,3.05,0.08,0.74,0.74,0.38,0.69,-1.85,2.54,2.41,0.23,2.54,0.13,-2.20,-1.74,4.74,1.87
2018-12-01,0.55,1.97,1.26,1.31,-0.04,3.08,-0.39,1.44,1.44,0.38,-1.61,-0.88,-0.72,2.83,0.24,0.55,-2.27,-0.93,-0.87,1.49,-1.40
2019-03-01,2.78,4.70,3.74,-0.56,4.30,3.01,-0.86,-1.07,-1.07,0.38,3.61,-1.66,5.27,-0.08,0.23,3.55,3.63,-7.12,0.01,10.67,3.62
2019-06-01,3.62,0.49,2.05,0.13,1.93,2.93,0.57,-0.24,-0.24,0.38,1.01,-1.87,2.88,2.93,0.23,3.26,0.32,-2.65,-1.62,5.91,1.95
2019-09-01,5.34,2.88,4.11,2.24,1.87,2.98,1.98,0.04,0.04,0.38,1.56,-2.25,3.82,2.63,0.23,3.58,0.95,-3.22,-1.96,6.80,2.91
2019-12-01,2.65,3.41,3.03,-0.52,3.55,2.94,3.38,1.24,1.24,0.38,1.47,-1.82,3.28,3.66,0.23,4.28,0.62,-2.69,-1.55,6.98,2.18
2020-03-01,-7.51,-3.52,-5.51,-6.43,0.92,2.85,4.74,1.91,1.91,0.38,-3.80,-2.56,-1.24,0.50,0.23,-3.41,-3.91,-2.59,-2.55,-0.82,-1.37
2020-06-01,-39.85,-44.48,-42.16,-57.65,15.49,2.53,2.89,6.76,6.76,0.38,-11.68,-17.20,5.52,-6.51,0.24,-16.60,-10.09,-64.31,-1.97,47.71,-8.12
2020-09-01,37.81,31.87,34.84,31.23,3.61,1.35,1.07,-2.61,-2.61,0.38,16.70,19.53,-2.83,3.60,0.25,19.41,15.82,63.01,5.35,-43.60,10.47
2020-12-01,5.30,18.71,12.00,9.29,2.72,2.19,-0.73,-3.31,-3.31,0.39,7.50,4.14,3.36,0.75,0.25,8.06,7.31,7.50,3.02,0.56,4.29
2021-03-01,6.46,3.76,5.11,4.53,0.58,2.43,-2.54,0.25,0.25,0.39,1.25,3.66,-2.41,8.22,0.25,7.41,-0.81,4.29,3.45,3.13,-4.26
2021-06-01,6.92,4.95,5.93,5.86,0.07,2.55,-1.71,0.12,0.12,0.39,1.31,1.33,-0.02,1.86,0.25,2.70,0.84,-1.97,2.44,4.67,-1.60
2021-09-01,3.25,3.62,3.43,5.27,-1.84,2.55,-0.86,-1.85,-1.85,0.40,0.36,-0.40,0.76,0.66,0.24,0.86,0.20,-1.12,-0.16,1.98,0.36
2021-12-01,8.44,7.50,7.97,5.65,2.32,2.57,-0.01,1.25,1.25,0.40,2.79,-1.83,4.62,2.01,0.24,4.32,2.30,-1.96,-1.78,6.27,4.09
2022-03-01,-3.07,0.12,-1.48,3.89,-5.37,2.85,0.84,-0.87,-0.87,0.40,-4.43,0.08,-4.51,4.05,0.25,-1.38,-5.42,4.32,-1.30,-5.69,-4.12
2022-06-01,-1.28,-0.56,-0.92,2.12,-3.04,3.05,0.63,-1.03,-1.03,0.40,-2.79,0.30,-3.09,8.43,0.25,3.57,-4.86,-0.39,0.52,3.97,-5.38
2022-09-01,2.69,2.71,2.70,2.46,0.23,2.83,0.42,1.90,1.90,0.40,-1.06,-1.21,0.16,0.78,0.25,-0.47,-1.25,-0.33,-1.50,-0.14,0.26
2022-12-01,2.83,-4.39,-0.78,0.90,-1.68,2.80,0.21,1.61,1.61,0.40,-3.40,-2.55,-0.86,3.91,0.24,-0.44,-4.35,-6.63,-1.25,6.19,-3.10
2023-03-01,2.07,-0.19,0.94,2.63,-1.69,2.79,0.24,-2.02,-2.02,0.40,-0.54,0.39,-0.93,0.26,0.24,-0.34,-0.60,-1.66,1.05,1.31,-1.66
2023-06-01,1.96,-0.12,0.92,-1.38,2.30,2.57,0.26,4.13,4.13,0.40,-1.76,-0.13,-1.63,1.44,0.24,-0.68,-2.11,4.14,-1.51,-4.82,-0.61
2023-09-01,5.48,1.25,3.36,0.75,2.62,2.57,0.28,1.76,1.76,0.40,0.83,0.07,0.76,4.94,0.24,4.59,-0.35,-0.67,0.30,5.25,-0.65
2023-12-01,3.48,,3.48,0.22,3.26,2.51,0.29,-0.45,-0.45,0.40,2.62,-2.37,4.99,1.44,0.24,3.72,2.28,-7.15,-0.87,10.87,3.15
