EST_LEV,SIC,OCC_CODE,COW,EMP,REP_UNT,REL_ER,DIST,OCC_TIT,YEAR
4,1010,00000,,9020,9999999,99999.00,100.00,INDUSTRY TOTAL,1990
4,1010,10000,3,200,9999999,99999.00,2.20,MANAGERIAL & ADMINISTRATIVE,1990
4,1010,13002,3,60,12,0.00,0.66,FINANCIAL MANAGERS,1990
4,1010,13005,3,20,8,0.00,0.22,"PERSONNEL, TRAINING & LABOR RELATIONS MANAGERS",1990
4,1010,13008,3,10,6,0.00,0.11,PURCHASING MANAGERS,1990
4,1010,13014,3,10,3,0.00,0.11,ADMINISTRATIVE MANAGERS,1990
4,1010,13017,3,20,5,0.00,0.22,"ENGINEERING, MATHEMATICAL & NATURAL SCIENCES MANAGERS",1990
4,1010,13099,3,10,9999999,99999.00,0.11,OTHER ADMINISTRATIVE MANAGERS,1990
4,1010,15021,3,30,10,0.00,0.33,MINING/QUARRYING/OIL-GAS WELL DRILLING MANAGERS,1990
4,1010,19005,3,30,13,0.00,0.33,GENERAL MANAGERS & TOP EXECUTIVES,1990
4,1010,19999,3,10,9999999,99999.00,0.11,ALL OTHER MANAGERS & ADMINISTRATORS,1990
4,1010,20000,3,550,9999999,99999.00,6.05,PROFESSIONAL/PARAPROFESSIONAL & TECHNICAL OCCUPATIONS,1990
4,1010,21100,3,110,9999999,99999.00,1.21,"ACCOUNTANTS, AUDITORS & OTHER FINANCIAL SPECIALISTS",1990
4,1010,21114,3,90,7,0.00,0.99,ACCOUNTANTS & AUDITORS,1990
4,1010,21117,3,10,4,0.00,0.11,BUDGET ANALYSTS,1990
4,1010,21199,3,10,9999999,99999.00,0.11,OTHER FINANCIAL SPECIALISTS,1990
4,1010,21308,3,20,6,0.00,0.22,PURCHASING AGENTS,1990
4,1010,21511,3,40,7,0.00,0.44,"PERSONNEL, TRAINING & LABOR RELATIONS SPECIALISTS",1990
4,1010,21999,3,20,9999999,99999.00,0.22,ALL OTHER MANAGEMENT SUPPORT,1990
4,1010,22100,3,170,9999999,99999.00,1.87,ENGINEERS,1990
4,1010,22105,3,30,6,0.00,0.33,"METALLURGISTS/METALLURGICAL, CERAMIC & MATERIALS ENGINEERS",1990
4,1010,22108,3,70,7,0.00,0.77,"MINING ENGINEERS, INCLUDING MINE SAFETY",1990
4,1010,22128,3,10,4,0.00,0.11,"INDUSTRIAL ENGINEERS, EXCEPT SAFTEY",1990
4,1010,22199,3,60,9999999,99999.00,0.66,ALL OTHER ENGINEERS,1990
4,1010,22399,3,10,9999999,99999.00,0.11,"OTHER ARCHITECTS, SURVEYING & MAPPING SCIENTISTS",1990
4,1010,22500,3,40,9999999,99999.00,0.44,ENGINEERING & RELATED TECHINCIANS & TECHNOLOGISTS,1990
4,1010,22514,3,10,4,0.00,0.11,DRAFTERS,1990
4,1010,22599,3,30,9999999,99999.00,0.33,OTHER ENGINEERING & RELATED TECHNICIANS & TECHNOLOGISTS,1990
4,1010,24100,3,30,9999999,99999.00,0.33,PHYSICAL SCIENTISTS,1990
4,1010,24105,3,10,5,0.00,0.11,"CHEMISTS, EXCEPT BIOCHEMISTS",1990
4,1010,24111,3,20,4,0.00,0.22,"GEOLOGISTS, GEOPHYSICISTS & OCEANOGRAPHERS",1990
4,1010,24199,3,0,9999999,99999.00,0.00,ALL OTHER PHYSICAL SCIENTISTS,1990
4,1010,24500,3,20,9999999,99999.00,0.22,PHYSICAL & LIFE SCIENCE TECHNICIANS & TECHNOLOGISTS,1990
4,1010,24505,3,20,3,0.00,0.22,"CHEMICAL TECHNICIANS & TECHNOLOGISTS, EXCEPT HEALTH",1990
4,1010,24599,3,0,9999999,99999.00,0.00,OTHER PHYSICAL & LIFE SCIENCE TECHNICIANS & TECHNOLOGISTS,1990
4,1010,25100,3,70,9999999,99999.00,0.77,COMPUTER SCIENTISTS & RELATED,1990
4,1010,25102,3,20,5,0.00,0.22,SYSTEMS ANALYSTS,1990
4,1010,25105,3,50,5,0.00,0.55,COMPUTER PROGRAMMERS,1990
4,1010,25199,3,0,9999999,99999.00,0.00,OTHER COMPUTER SCIENTISTS & RELATED,1990
4,1010,28100,3,10,9999999,99999.00,0.11,LAWYERS & RELATED WORKERS,1990
4,1010,28199,3,10,9999999,99999.00,0.11,OTHER LAWYERS & RELATED,1990
4,1010,32000,3,0,1,0.00,0.00,"HEALTH PRACTITIONERS, TECHNICIANS & TECHNOLOGISTS",1990
4,1010,39999,3,10,9999999,99999.00,0.11,"OTHER PROFESSIONAL, PARAPROFESSIONAL/TECHNICIANS",1990
4,1010,50000,3,340,9999999,99999.00,3.74,CLERICAL & ADMINISTRATIVE SUPPORT,1990
4,1010,51002,3,10,5,0.00,0.11,"FIRST LINE SUPERVISORS, CLERICAL & ADMINISTRATIVE",1990
4,1010,55108,3,100,15,0.00,1.10,"SECRETARIES, EXCEPT LEGAL & MEDICAL",1990
4,1010,55305,3,10,4,0.00,0.11,RECEPTIONISTS & INFORMATION CLERKS,1990
4,1010,55314,3,10,4,0.00,0.11,"PERSONNEL CLERKS, EXCEPT PAYROLL & TIMEKEEPING",1990
4,1010,55338,3,20,7,0.00,0.22,"BOOKKEEPING, ACCOUNTING & AUDITING CLERKS",1990
4,1010,55341,3,10,5,0.00,0.11,PAYROLL & TIMEKEEPING CLERKS,1990
4,1010,55347,3,60,7,0.00,0.66,GENERAL OFFICE CLERKS,1990
4,1010,56000,3,20,9999999,99999.00,0.22,"OFFICE MACHINE OPERATORS, DATA PROCESSORS",1990
4,1010,56011,3,10,4,0.00,0.11,"COMPUTER OPERATORS, EXCEPT PERIPHERIAL EQUIPMENT",1990
4,1010,56017,3,10,5,0.00,0.11,"DATA ENTRY KEYERS, EXCEPT COMPOSING",1990
4,1010,57199,3,0,9999999,99999.00,0.00,OTHER COMMUNICATIONS OPERATORS,1990
4,1010,58000,3,80,9999999,99999.00,0.88,MATERIAL RECORDING/SCHEDULING/DISPATCHING/DISTRIBUTING,1990
4,1010,58008,3,20,3,0.00,0.22,"PRODUCTION, PLANNING & EXPEDITING CLERKS",1990
4,1010,58023,3,60,6,0.00,0.66,"STOCK CLERKS, STOCKROOM, WAREHOUSE OR STORAGE YARD",1990
4,1010,59999,3,20,9999999,99999.00,0.22,ALL OTHER CLERICAL & ADMINISTRATIVE SUPPORT,1990
4,1010,60000,3,40,9999999,99999.00,0.44,SERVICE OCCUPATIONS,1990
4,1010,61000,3,0,2,0.00,0.00,"FIRST LINE SUPERVISORS & MANAGER/SUPERVISORS, SERVICE",1990
4,1010,63099,3,20,9999999,99999.00,0.22,OTHER PROTECTIVE SERVICE,1990
4,1010,67005,3,20,3,0.00,0.22,JANITORS & CLEANERS,1990
4,1010,80000,3,7860,9999999,99999.00,86.50,PRODUCT/CONSTRUCT/OPERATE MAINTENANCE/MATERIAL HANDLING,1990
4,1010,81000,3,750,9999999,99999.00,8.25,FIRST LINE SUPERVISORS-PRODUCT/CONSTRUCT/MAINTENANCE RELATED,1990
4,1010,81002,3,330,8,0.00,3.63,"FIRST LINE SUPERVISORS, MECHANICS/INSTALLERS/REPAIRERS",1990
4,1010,81011,3,40,4,0.00,0.44,"FIRST LINE SUPERVISORS, TRANSPORT/MOVING MACHINES",1990
4,1010,81017,3,50,4,0.00,0.55,"FIRST LINE SUPERVISORS, HELPERS/LABORERS/MOVERS-HAND",1990
4,1010,81099,3,330,9999999,99999.00,3.63,"OTHER FIRST LINE SUPERVISORS, PRODUCT/CONSTRUCT/MAINTAIN",1990
4,1010,83099,3,60,9999999,99999.00,0.66,"OTHER INSPECTORS, TESTERS & RELATED WORKERS",1990
4,1010,85000,3,2130,9999999,99999.00,23.45,"MECHANICS, INSTALLERS & REPAIRERS",1990
4,1010,85119,3,440,9999999,99999.00,4.84,OTHER MACHINERY MAINTENANCE MECHANICS,1990
4,1010,85314,3,420,8,0.00,4.62,"MOBILE HEAVY EQUIPMENT MECHANICS, EXCEPT ENGINES",1990
4,1010,85399,3,140,9999999,99999.00,1.54,OTHER MOBILE EQUIPMENT MECHANICS/INSTALL/REPAIR,1990
4,1010,85999,3,1130,9999999,99999.00,12.45,"OTHER MECHANICS, INSTALLERS & REPAIRERS",1990
4,1010,87000,3,910,9999999,99999.00,10.01,"CONSTRUCTION TRADE WORKERS, EXCEPT MATERIAL MOVING",1990
4,1010,87102,3,30,6,0.00,0.33,CARPENTERS,1990
4,1010,87202,3,450,8,0.00,4.95,ELECTRICIANS,1990
4,1010,87402,3,20,5,0.00,0.22,"PAINTERS & PAPERHANGERS, CONSTRUCTION & MAINTENANCE",1990
