EST_LEV,SIC,OCC_CODE,COW,EMP,REP_UNT,REL_ER,DIST,OCC_TIT,YEAR
4,4010,00000,,301770,9999999,99999.00,100.00,INDUSTRY TOTAL,1988
4,4010,10000,3,17740,9999999,99999.00,5.83,MANAGERIAL & ADMINISTRATIVE,1988
4,4010,13002,3,860,118,10.67,0.28,FINANCIAL MANAGERS,1988
4,4010,13005,3,510,54,10.74,0.16,"PERSONNEL, TRAINING & LABOR RELATIONS MANAGERS",1988
4,4010,13008,3,210,48,11.19,0.06,PURCHASING MANAGERS,1988
4,4010,13011,3,1150,97,12.00,0.38,MARKETING/ADVERTISING/PUBLIC RELATIONS MANAGERS,1988
4,4010,13014,3,1180,79,11.96,0.39,ADMINISTRATIVE MANAGERS,1988
4,4010,13017,3,490,48,13.27,0.16,"ENGINEERING, MATHEMATICAL & NATURAL SCIENCES MANAGERS",1988
4,4010,15017,3,690,59,16.84,0.22,CONSTRUCTION MANAGERS,1988
4,4010,15023,3,5920,236,5.79,1.96,COMMUNICATIONS/TRANSPORTATION & UTILITIES MANAGERS,1988
4,4010,19005,3,3930,293,9.63,1.30,GENERAL MANAGERS & TOP EXECUTIVES,1988
4,4010,19999,3,2800,9999999,99999.00,0.92,ALL OTHER MANAGERS & ADMINISTRATORS,1988
4,4010,20000,3,11570,9999999,99999.00,3.72,PROFESSIONAL/PARAPROFESSIONAL & TECHNICAL OCCUPATIONS,1988
4,4010,21100,3,1460,9999999,99999.00,0.46,"ACCOUNTANTS, AUDITORS & OTHER FINANCIAL SPECIALISTS",1988
4,4010,21114,3,1020,108,8.27,0.33,ACCOUNTANTS & AUDITORS,1988
4,4010,21117,3,120,23,15.71,0.03,BUDGET ANALYSTS,1988
4,4010,21199,3,320,9999999,99999.00,0.10,OTHER FINANCIAL SPECIALISTS,1988
4,4010,21308,3,260,50,9.66,0.08,PURCHASING AGENTS,1988
4,4010,21511,3,310,40,11.87,0.10,"PERSONNEL, TRAINING & LABOR RELATIONS SPECIALISTS",1988
4,4010,21908,3,230,27,10.92,0.07,CONSTRUCTION & BUILDING INSPECTORS,1988
4,4010,21911,3,100,24,13.87,0.03,"COMPLIANCE OFFICERS, EXCEPT CONSTRUCTION",1988
4,4010,21999,3,1600,9999999,99999.00,0.53,ALL OTHER MANAGEMENT SUPPORT,1988
4,4010,22100,3,1720,9999999,99999.00,0.56,ENGINEERS,1988
4,4010,22121,3,740,68,10.50,0.24,"CIVIL ENGINEERS, INCLUDING TRAFFIC",1988
4,4010,22199,3,980,9999999,99999.00,0.32,ALL OTHER ENGINEERS,1988
4,4010,22500,3,1030,9999999,99999.00,0.33,ENGINEERING & RELATED TECHINCIANS & TECHNOLOGISTS,1988
4,4010,22502,3,170,21,23.26,0.05,CIVIL ENGINEERING TECHNICIANS & TECHNOLOGISTS,1988
4,4010,22599,3,860,9999999,99999.00,0.28,OTHER ENGINEERING & RELATED TECHNICIANS & TECHNOLOGISTS,1988
4,4010,24000,3,90,9999999,99999.00,0.02,NATURAL SCIENTISTS & RELATED,1988
4,4010,24100,3,80,22,10.93,0.02,PHYSICAL SCIENTISTS,1988
4,4010,24300,3,10,2,34.15,0.00,LIFE SCIENTISTS,1988
4,4010,24500,3,10,7,20.82,0.00,PHYSICAL & LIFE SCIENCE TECHNICIANS & TECHNOLOGISTS,1988
4,4010,25100,3,1070,9999999,99999.00,0.33,COMPUTER SCIENTISTS & RELATED,1988
4,4010,25102,3,620,45,13.97,0.20,SYSTEMS ANALYSTS,1988
4,4010,25105,3,390,38,17.60,0.12,COMPUTER PROGRAMMERS,1988
4,4010,25108,3,60,13,18.21,0.01,COMPUTER PROGRAMMER AIDES,1988
4,4010,25300,3,280,9999999,99999.00,0.09,MATHEMATICAL SCIENTISTS & RELATED,1988
4,4010,25302,3,280,17,17.46,0.09,SYSTEMS RESEARCHERS,1988
4,4010,32000,3,60,21,10.50,0.01,"HEALTH PRACTITIONERS, TECHNICIANS & TECHNOLOGISTS",1988
4,4010,39999,3,3350,9999999,99999.00,1.11,"OTHER PROFESSIONAL, PARAPROFESSIONAL/TECHNICIANS",1988
4,4010,40000,3,2450,9999999,99999.00,0.78,SALES & RELATED OCCUPATIONS,1988
4,4010,41002,3,390,76,6.64,0.12,"FIRST LINE SUPERVISORS, SALES & RELATED",1988
4,4010,43000,3,1400,9999999,99999.00,0.45,"SALES REPRESENTATIVES & SALESPERSONS, SERVICES",1988
4,4010,43011,3,20,6,27.34,0.00,"APPRAISERS, REAL ESTATE",1988
4,4010,43017,3,1380,144,6.47,0.45,"SALES AGENTS, BUSINESS SERVICES",1988
4,4010,49023,3,260,30,19.88,0.08,CASHIERS,1988
4,4010,49999,3,400,9999999,99999.00,0.13,ALL OTHER SALES & RELATED,1988
4,4010,50000,3,40190,9999999,99999.00,13.16,CLERICAL & ADMINISTRATIVE SUPPORT,1988
4,4010,51002,3,4520,182,9.04,1.49,"FIRST LINE SUPERVISORS, CLERICAL & ADMINISTRATIVE",1988
4,4010,53123,3,1460,81,24.05,0.48,ADJUSTMENT CLERKS,1988
4,4010,53805,3,1060,71,13.97,0.35,RESERVATION & TRANSPORTATION TICKET AGENTS,1988
4,4010,55100,3,2460,183,7.54,0.81,SECRETARIES,1988
4,4010,55302,3,580,63,11.06,0.19,STENOGRAPHERS,1988
4,4010,55305,3,160,24,26.34,0.05,RECEPTIONISTS & INFORMATION CLERKS,1988
4,4010,55308,3,120,23,12.19,0.03,TYPISTS,1988
4,4010,55311,3,670,30,23.54,0.22,"TYPISTS, WORD PROCESSORS",1988
4,4010,55314,3,1520,54,13.39,0.50,"PERSONNEL CLERKS, EXCEPT PAYROLL & TIMEKEEPING",1988
4,4010,55321,3,180,25,13.79,0.05,FILE CLERKS,1988
4,4010,55328,3,270,34,16.24,0.08,STATISTICAL CLERKS,1988
4,4010,55338,3,2230,122,8.67,0.73,"BOOKKEEPING, ACCOUNTING & AUDITING CLERKS",1988
4,4010,55341,3,730,63,16.13,0.24,PAYROLL & TIMEKEEPING CLERKS,1988
4,4010,55344,3,1920,146,8.11,0.63,"BILLING, COST & RATE CLERKS",1988
4,4010,55347,3,12180,238,6.36,4.03,GENERAL OFFICE CLERKS,1988
4,4010,56000,3,1990,9999999,99999.00,0.63,"OFFICE MACHINE OPERATORS, DATA PROCESSORS",1988
4,4010,56002,3,530,41,14.90,0.17,"OPERATORS, BILLING/POSTING/CALCULATING MACHINES",1988
4,4010,56011,3,690,48,13.02,0.22,"COMPUTER OPERATORS, EXCEPT PERIPHERIAL EQUIPMENT",1988
4,4010,56014,3,90,9,20.71,0.02,PERIPHERAL EDP EQUIPMENT OPERATORS,1988
4,4010,56017,3,550,54,11.87,0.18,"DATA ENTRY KEYERS, EXCEPT COMPOSING",1988
4,4010,56099,3,130,9999999,99999.00,0.04,OTHER OFFICE MACHINE OPERATORS,1988
4,4010,57102,3,160,27,12.21,0.05,SWITCHBOARD OPERATORS,1988
4,4010,57111,3,250,33,12.01,0.08,TELEGRAPH/TELETYPE OPERATORS,1988
4,4010,57199,3,40,9999999,99999.00,0.01,OTHER COMMUNICATIONS OPERATORS,1988
4,4010,57311,3,370,56,8.70,0.12,MESSENGERS,1988
4,4010,58000,3,6230,9999999,99999.00,2.03,MATERIAL RECORDING/SCHEDULING/DISPATCHING/DISTRIBUTING,1988
4,4010,58005,3,2920,137,6.61,0.96,"DISPATCHERS, EXCEPT POLICE, FIRE & AMBULANCE",1988
4,4010,58008,3,240,37,16.80,0.07,"PRODUCTION, PLANNING & EXPEDITING CLERKS",1988
4,4010,58023,3,1960,117,7.52,0.64,"STOCK CLERKS, STOCKROOM, WAREHOUSE OR STORAGE YARD",1988
4,4010,58028,3,770,67,9.07,0.25,"TRAFFIC, SHIPPING, & RECEIVING CLERKS",1988
4,4010,58099,3,340,9999999,99999.00,0.11,"OTHER MATERIAL RECORDING, SCHEDULING & DISTRIBUTING",1988
4,4010,59999,3,1090,9999999,99999.00,0.36,ALL OTHER CLERICAL & ADMINISTRATIVE SUPPORT,1988
4,4010,60000,3,7770,9999999,99999.00,2.53,SERVICE OCCUPATIONS,1988
4,4010,61000,3,620,61,9.68,0.20,"FIRST LINE SUPERVISORS & MANAGER/SUPERVISORS, SERVICE",1988
4,4010,63038,3,2330,108,8.40,0.77,RAILROAD & TRANSIT POLICE & SPECIAL AGENTS,1988
4,4010,63044,3,80,16,15.72,0.02,CROSSING GUARDS,1988
4,4010,63047,3,310,31,10.17,0.10,GUARDS & WATCH GUARDS,1988
4,4010,65000,3,550,9999999,99999.00,0.17,"FOOD, BEVERAGE PREPARATION & SERVICE WORKERS",1988
4,4010,65008,3,130,22,17.62,0.04,WAITERS & WAITRESSES,1988
4,4010,65099,3,420,9999999,99999.00,0.13,OTHER FOOD SERVICE WORKERS,1988
4,4010,67000,3,1100,9999999,99999.00,0.36,CLEANING & BUILDING SERVICE,1988
4,4010,67005,3,760,70,13.91,0.25,JANITORS & CLEANERS,1988
4,4010,67099,3,340,9999999,99999.00,0.11,OTHER CLEANING & BUILDING SERVICE WORKERS,1988
4,4010,68023,3,820,32,17.48,0.27,BAGGAGE PORTERS & BELLHOPS,1988
4,4010,68028,3,1580,39,22.91,0.52,"TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT & PORTERS",1988
4,4010,69999,3,380,9999999,99999.00,0.12,ALL OTHER SERVICE WORKERS,1988
4,4010,70000,3,20,9999999,99999.00,0.00,"AGRICULTURAL, FORESTRY, FISHING & RELATED",1988
4,4010,80000,3,222030,9999999,99999.00,73.30,PRODUCT/CONSTRUCT/OPERATE MAINTENANCE/MATERIAL HANDLING,1988
4,4010,81000,3,20660,9999999,99999.00,6.82,FIRST LINE SUPERVISORS-PRODUCT/CONSTRUCT/MAINTENANCE RELATED,1988
4,4010,81002,3,3730,175,5.50,1.23,"FIRST LINE SUPERVISORS, MECHANICS/INSTALLERS/REPAIRERS",1988
4,4010,81005,3,8350,163,5.74,2.76,"FIRST LINE SUPERVISORS, TRADES & EXTRACTIVE",1988
4,4010,81011,3,6980,154,6.10,2.31,"FIRST LINE SUPERVISORS, TRANSPORT/MOVING MACHINES",1988
4,4010,81017,3,620,70,8.74,0.20,"FIRST LINE SUPERVISORS, HELPERS/LABORERS/MOVERS-HAND",1988
4,4010,81099,3,980,9999999,99999.00,0.32,"OTHER FIRST LINE SUPERVISORS, PRODUCT/CONSTRUCT/MAINTAIN",1988
4,4010,83008,3,2800,138,8.13,0.92,TRANSPORTATION INSPECTORS,1988
4,4010,83099,3,840,9999999,99999.00,0.27,"OTHER INSPECTORS, TESTERS & RELATED WORKERS",1988
4,4010,85132,3,890,89,12.32,0.29,"MAINTENANCE REPAIRERS, GENERAL UTILITY",1988
4,4010,85300,3,19660,9999999,99999.00,6.49,"MOBILE EQUIPMENT MECHANICS, INSTALLERS & REPAIRERS",1988
4,4010,85302,3,120,13,22.22,0.03,AUTOMOTIVE MECHANICS,1988
