Date,Total Public Debt to GDP Ratio
1967-06-30,38.8214504070002
1967-09-30,39.102308838161235
1967-12-31,38.42951350745063
1968-03-31,36.96379491921605
1968-06-30,37.30896852733152
1968-09-30,36.98532070287078
1968-12-31,36.1957724317125
1969-03-31,34.974034211413056
1969-06-30,35.019457141858496
1969-09-30,35.4695433305688
1969-12-31,35.388793759512936
1970-03-31,34.67328727017215
1970-06-30,34.8671665167362
1970-09-30,35.74822158205709
1970-12-31,34.50345150798657
1971-03-31,34.36088944546737
1971-06-30,35.006941643492475
1971-09-30,35.63236738393863
1971-12-31,34.72622091988601
1972-03-31,33.673834403716455
1972-06-30,33.62447174340561
1972-09-30,33.74758447562804
1972-12-31,33.29287326949742
1973-03-31,32.34466403609341
1973-06-30,32.12454963531445
1973-09-30,31.77379225883279
1973-12-31,31.764494447123106
1974-03-31,30.994617190481915
1974-06-30,30.862690750025962
1974-09-30,30.7976787843061
1974-12-31,31.536040729749594
1975-03-31,32.278174873914324
1975-06-30,32.38042600975542
1975-09-30,32.73009726812617
1975-12-31,32.98512980317904
1976-03-31,33.49464350883103
1976-06-30,33.64333352062327
1976-09-30,33.78752637295769
1976-12-31,33.651355091499354
1977-03-31,32.8042243114846
1977-06-30,32.98791157593229
1977-09-30,33.218729640941284
1977-12-31,33.50119849643174
1978-03-31,32.12443810839871
1978-06-30,32.21406791415472
1978-09-30,31.862060946753445
1978-12-31,31.536010702086987
1979-03-31,31.06276630518048
1979-06-30,30.9840247566601
1979-09-30,31.02614906734247
1979-12-31,30.949817229792938
1980-03-31,31.373027062736476
1980-06-30,31.77687386902005
1980-09-30,31.15700018455518
1980-12-31,30.87283617021413
1981-03-31,30.708748559698364
1981-06-30,30.603332076921827
1981-09-30,31.355869176528536
1981-12-31,32.4129845078432
1982-03-31,32.40213303112991
1982-06-30,33.92530482823687
1982-09-30,35.181558831715286
1982-12-31,35.829111021349895
1983-03-31,36.87166931928934
1983-06-30,37.33109724412938
1983-09-30,37.175528222739786
1983-12-31,37.45447222581878
1984-03-31,37.72687107769576
1984-06-30,38.495856032319274
1984-09-30,40.08546598559352
1984-12-31,40.441207063171014
1985-03-31,41.31982983487109
1985-06-30,41.55909138676653
1985-09-30,43.787147616589564
1985-12-31,44.07415081188688
1986-03-31,45.30681973185724
1986-06-30,46.12536186952666
1986-09-30,47.552863292831304
1986-12-31,47.5783519222999
1987-03-31,48.04867087238044
1987-06-30,48.116501912661434
1987-09-30,48.556667599841376
1987-12-31,49.031511980592
1988-03-31,49.08744370944633
1988-06-30,49.257321116408136
1988-09-30,49.71548338932299
1988-12-31,49.73275587239418
1989-03-31,49.88759836813178
1989-06-30,50.17116550036741
1989-09-30,51.38110713026102
1989-12-31,51.968557568314814
1990-03-31,52.747302529451204
1990-06-30,53.75312795297714
1990-09-30,56.03613016598739
1990-12-31,57.416516961057326
1991-03-31,57.74551475127072
1991-06-30,59.06123442761343
1991-09-30,60.68598811724404
1991-12-31,60.996790559070085
1992-03-31,61.579384069544815
1992-06-30,61.89802366232599
1992-09-30,62.5225590396843
1992-12-31,62.8665692145535
1993-03-31,63.91524435745422
1993-06-30,64.10093259352018
1993-09-30,64.6686118015814
1993-12-31,64.30709371397027
1994-03-31,64.1071648122495
1994-06-30,64.01175816643534
1994-09-30,64.38584263947953
1994-12-31,64.66271104447064
1995-03-31,65.31293970964505
1995-06-30,64.7390612543724
1995-09-30,64.18282152169175
1995-12-31,65.04170824612872
1996-03-31,64.24970496113454
1996-06-30,64.25468996267313
1996-09-30,64.44696832394021
1996-12-31,64.34427822264578
1997-03-31,63.10906727160142
1997-06-30,62.48708994746862
1997-09-30,62.770321428233274
1997-12-31,62.50987990724617
1998-03-31,61.851964040264896
1998-06-30,60.586933786582904
1998-09-30,60.40695541882921
1998-12-31,60.048937055034365
1999-03-31,59.192270588198255
1999-06-30,58.392581689434486
1999-09-30,58.34335757298688
1999-12-31,57.72134251946501
2000-03-31,55.48490786243184
2000-06-30,54.99213280656007
2000-09-30,54.257904371743884
2000-12-31,55.14434208758145
2001-03-31,54.031653929616006
2001-06-30,54.79763201050762
2001-09-30,55.75215527652874
2001-12-31,55.696499281309414
2002-03-31,56.27087493318002
2002-06-30,56.702597587044465
2002-09-30,57.91028160637053
2002-12-31,57.819056858928334
2003-03-31,58.96100918201614
2003-06-30,58.645406036949794
2003-09-30,59.44465595909833
2003-12-31,59.807101084107636
2004-03-31,60.0548675101535
2004-06-30,59.96642749343839
2004-09-30,60.63712969220451
2004-12-31,60.913016282395496
2005-03-31,60.641527562135835
2005-06-30,60.35856413040848
2005-09-30,61.32008336107733
2005-12-31,61.55641966121438
2006-03-31,61.22142384325532
2006-06-30,61.33279520075719
2006-09-30,61.82689485995288
2006-12-31,62.25297033530156
2007-03-31,61.57218796560109
2007-06-30,61.84826035110814
2007-09-30,62.71923630882053
2007-12-31,64.17277812086026
2008-03-31,63.85172148962232
2008-06-30,67.2845538146556
2008-09-30,73.24515277677092
2008-12-31,77.10495851194887
2009-03-31,80.28013030312555
2009-06-30,82.42733243997702
2009-09-30,84.0293479415987
2009-12-31,86.511753442861
2010-03-31,88.12831717188156
2010-06-30,89.56527533702334
2010-09-30,91.6113447137374
2010-12-31,92.95614329019647
2011-03-31,92.19380391718767
2011-06-30,94.52097691159328
2011-09-30,96.09071534558298
2011-12-31,97.12307791400791
2012-03-31,97.82763311051967
2012-06-30,98.44786688547184
2012-09-30,100.07497372630989
2012-12-31,100.73997237777635
2013-03-31,100.05758371831573
2013-06-30,98.72796944267132
2013-09-30,99.79118217586893
2013-12-31,102.34617482834079
2014-03-31,100.65129975680577
2014-06-30,100.1114510553336
2014-09-30,101.28050462484002
2014-12-31,100.4900869591983
2015-03-31,99.3009435997712
2015-06-30,98.63594662775996
2015-09-30,102.64192232474325
2015-12-31,103.98903526208369
2016-03-31,103.58005380803948
2016-06-30,103.60355162664148
2016-09-30,104.64890974190412
2016-12-31,102.93741458802774
2017-03-31,102.08816531071639
2017-06-30,102.80463290896907
2017-09-30,102.2740779498498
2017-12-31,103.74394576928323
2018-03-31,102.98411460094674
2018-06-30,103.44890288974375
2018-09-30,105.04941063063457
2018-12-31,104.3770904969183
2019-03-31,102.98580649083286
2019-06-30,104.7253004270895
2019-09-30,105.9308139431359
2019-12-31,106.99006791187512
2020-03-31,132.96364617077273
2020-06-30,124.47264921257006
2020-09-30,125.98604045621553
2020-12-31,124.47937926171842
2021-03-31,122.484082979648
2021-06-30,119.30400441512943
2021-09-30,120.1285415141343
2021-12-31,121.46238005369426
2022-03-31,119.66902326795521
2022-06-30,118.98188699600715
2022-09-30,118.97609492129496
2022-12-31,117.32269007806897
2023-03-31,119.47034572500652
2023-06-30,120.12741846035628
2023-09-30,121.62069046182998
2033-01-01,129
2043-01-01,157
2053-01-01,192
